  === Zero Test === 
      1 B  |HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
     31 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
     63 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
    127 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
    255 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
    511 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
   1023 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
   2047 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
   4095 KiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |
      7 MiB|HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   | No_VPOPCNTDQ    | No_BITALG       |

  === Performance Test (total runtime in 1000 TSC clocks) === 
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   | No_VPopCntKNM   | No_VPopCntICL   |
   RDTSCP  |           36|           56|           36|           42|           40|           46| No_VPOPCNTDQ    | No_BITALG       |
     64 B  |      0.046 *|      0.062  |      0.050  |      0.060  |      0.048  |      0.056  | No_VPOPCNTDQ    | No_BITALG       |
     96 B  |      0.046 *|      0.064  |      0.054  |      0.064  |      0.058  |      0.082  | No_VPOPCNTDQ    | No_BITALG       |
    128 B  |      0.048 *|      0.070  |      0.056  |      0.074  |      0.056  |      0.058  | No_VPOPCNTDQ    | No_BITALG       |
    192 B  |      0.058 *|      0.076  |      0.062  |      0.082  |      0.060  |      0.062  | No_VPOPCNTDQ    | No_BITALG       |
    256 B  |      0.066  |      0.086  |      0.068  |      0.092  |      0.060 *|      0.060 *| No_VPOPCNTDQ    | No_BITALG       |
    384 B  |      0.082  |      0.098  |      0.078  |      0.112  |      0.072 *|      0.084  | No_VPOPCNTDQ    | No_BITALG       |
    512 B  |      0.098  |      0.090  |      0.070 *|      0.132  |      0.076  |      0.088  | No_VPOPCNTDQ    | No_BITALG       |
    768 B  |      0.132  |      0.112  |      0.096  |      0.170  |      0.094 *|      0.094 *| No_VPOPCNTDQ    | No_BITALG       |
   1024 B  |      0.164  |      0.120  |      0.090  |      0.118  |      0.080 *|      0.082  | No_VPOPCNTDQ    | No_BITALG       |
   1536 B  |      0.228  |      0.152  |      0.116  |      0.196  |      0.112  |      0.106 *| No_VPOPCNTDQ    | No_BITALG       |
   2048 B  |      0.294  |      0.186  |      0.162  |      0.146  |      0.104 *|      0.104 *| No_VPOPCNTDQ    | No_BITALG       |
   3072 B  |      0.420  |      0.256  |      0.210  |      0.174  |      0.130  |      0.124 *| No_VPOPCNTDQ    | No_BITALG       |
      4 KiB|      0.550  |      0.318  |      0.248  |      0.222  |      0.174  |      0.172 *| No_VPOPCNTDQ    | No_BITALG       |
      6 KiB|      0.806  |      0.452  |      0.304  |      0.312  |      0.234 *|      0.244  | No_VPOPCNTDQ    | No_BITALG       |
      8 KiB|      1.064  |      0.588  |      0.370  |      0.310  |      0.250 *|      0.256  | No_VPOPCNTDQ    | No_BITALG       |
     12 KiB|      1.580  |      0.846  |      0.502  |      0.376  |      0.320  |      0.318 *| No_VPOPCNTDQ    | No_BITALG       |
     16 KiB|      2.092  |      1.126  |      0.638  |      0.450  |      0.386 *|      0.386 *| No_VPOPCNTDQ    | No_BITALG       |
     24 KiB|      3.122  |      1.644  |      0.904  |      0.602  |      0.522 *|      0.526  | No_VPOPCNTDQ    | No_BITALG       |
     32 KiB|      4.160  |      2.164  |      1.174  |      0.772  |      0.684  |      0.678 *| No_VPOPCNTDQ    | No_BITALG       |
     48 KiB|      6.212  |      3.254  |      1.830  |      1.682  |      1.584 *|      1.600  | No_VPOPCNTDQ    | No_BITALG       |
     64 KiB|      8.270  |      4.328  |      2.440  |      2.162  |      2.026 *|      2.104  | No_VPOPCNTDQ    | No_BITALG       |
     96 KiB|     12.382  |      6.428  |      3.630  |      3.128  |      3.064 *|      3.086  | No_VPOPCNTDQ    | No_BITALG       |
    128 KiB|     16.500  |      8.568  |      4.718  |      3.894  |      3.720  |      3.698 *| No_VPOPCNTDQ    | No_BITALG       |
    192 KiB|     24.740  |     12.818  |      6.972  |      5.678  |      5.316 *|      5.340  | No_VPOPCNTDQ    | No_BITALG       |
    256 KiB|     32.984  |     17.078  |      9.150  |      7.192  |      6.958  |      6.892 *| No_VPOPCNTDQ    | No_BITALG       |
    384 KiB|     50.908  |     26.888  |     20.756 *|     21.994  |     21.550  |     21.706  | No_VPOPCNTDQ    | No_BITALG       |
    512 KiB|     67.858  |     36.342  |     28.382 *|     30.300  |     29.586  |     29.852  | No_VPOPCNTDQ    | No_BITALG       |
    768 KiB|    101.736  |     54.470  |     42.578 *|     45.322  |     44.696  |     44.726  | No_VPOPCNTDQ    | No_BITALG       |
   1024 KiB|    135.656  |     72.604  |     57.028 *|     60.724  |     59.682  |     59.662  | No_VPOPCNTDQ    | No_BITALG       |
   1536 KiB|    203.418  |    109.176  |     85.072 *|     90.844  |     89.400  |     89.664  | No_VPOPCNTDQ    | No_BITALG       |
   2048 KiB|    271.288  |    145.616  |    113.604 *|    121.476  |    119.188  |    119.110  | No_VPOPCNTDQ    | No_BITALG       |
   3072 KiB|    425.050  |    259.006  |    201.226 *|    210.534  |    206.688  |    207.348  | No_VPOPCNTDQ    | No_BITALG       |
      4 MiB|    654.166  |    454.474  |    353.810 *|    380.020  |    369.884  |    368.924  | No_VPOPCNTDQ    | No_BITALG       |
      6 MiB|   1136.786  |    992.092  |    869.940  |    745.396  |    739.502  |    731.718 *| No_VPOPCNTDQ    | No_BITALG       |
      8 MiB|   1626.626  |   1421.626  |   1234.118  |   1090.992  |   1070.348 *|   1075.970  | No_VPOPCNTDQ    | No_BITALG       |
     12 MiB|   2474.788  |   2234.512  |   1976.938  |   1766.536  |   1751.150  |   1745.716 *| No_VPOPCNTDQ    | No_BITALG       |
     16 MiB|   3342.602  |   3057.752  |   2721.366  |   2447.228  |   2445.154  |   2431.608 *| No_VPOPCNTDQ    | No_BITALG       |
     24 MiB|   5102.044  |   4695.458  |   4281.252  |   3825.450  |   3846.996  |   3811.704 *| No_VPOPCNTDQ    | No_BITALG       |
     32 MiB|   6809.366  |   6316.374  |   5762.154  |   5126.222 *|   5185.624  |   5145.938  | No_VPOPCNTDQ    | No_BITALG       |
     48 MiB|  10291.846  |   9589.700  |   8771.574  |   7883.200  |   7856.464  |   7844.224 *| No_VPOPCNTDQ    | No_BITALG       |
     64 MiB|  13753.506  |  12974.142  |  11789.240  |  10576.372  |  10566.694  |  10554.692 *| No_VPOPCNTDQ    | No_BITALG       |
     96 MiB|  20676.118  |  19440.190  |  17784.024  |  16009.814  |  15972.604 *|  15975.990  | No_VPOPCNTDQ    | No_BITALG       |
    128 MiB|  27597.500  |  26028.590  |  23808.016  |  21396.030  |  21356.828  |  21351.170 *| No_VPOPCNTDQ    | No_BITALG       |
    192 MiB|  41456.466  |  39177.228  |  35810.776  |  32230.316  |  32207.632  |  32184.116 *| No_VPOPCNTDQ    | No_BITALG       |
    256 MiB|  55318.590  |  52184.510  |  47859.982  |  43013.748  |  43012.624  |  42939.734 *| No_VPOPCNTDQ    | No_BITALG       |
  === Performance Test (in bytes per TSC clks) === 
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   | No_VPopCntKNM   | No_VPopCntICL   |
   RDTSCP  |           36|           56|           36|           42|           40|           46| No_VPOPCNTDQ    | No_BITALG       |
     64 B  |      1.391 *|      1.032  |      1.280  |      1.067  |      1.333  |      1.143  | No_VPOPCNTDQ    | No_BITALG       |
     96 B  |      2.087 *|      1.500  |      1.778  |      1.500  |      1.655  |      1.171  | No_VPOPCNTDQ    | No_BITALG       |
    128 B  |      2.667 *|      1.829  |      2.286  |      1.730  |      2.286  |      2.207  | No_VPOPCNTDQ    | No_BITALG       |
    192 B  |      3.310 *|      2.526  |      3.097  |      2.341  |      3.200  |      3.097  | No_VPOPCNTDQ    | No_BITALG       |
    256 B  |      3.879  |      2.977  |      3.765  |      2.783  |      4.267 *|      4.267 *| No_VPOPCNTDQ    | No_BITALG       |
    384 B  |      4.683  |      3.918  |      4.923  |      3.429  |      5.333 *|      4.571  | No_VPOPCNTDQ    | No_BITALG       |
    512 B  |      5.224  |      5.689  |      7.314 *|      3.879  |      6.737  |      5.818  | No_VPOPCNTDQ    | No_BITALG       |
    768 B  |      5.818  |      6.857  |      8.000  |      4.518  |      8.170 *|      8.170 *| No_VPOPCNTDQ    | No_BITALG       |
   1024 B  |      6.244  |      8.533  |     11.378  |      8.678  |     12.800 *|     12.488  | No_VPOPCNTDQ    | No_BITALG       |
   1536 B  |      6.737  |     10.105  |     13.241  |      7.837  |     13.714  |     14.491 *| No_VPOPCNTDQ    | No_BITALG       |
   2048 B  |      6.966  |     11.011  |     12.642  |     14.027  |     19.692 *|     19.692 *| No_VPOPCNTDQ    | No_BITALG       |
   3072 B  |      7.314  |     12.000  |     14.629  |     17.655  |     23.631  |     24.774 *| No_VPOPCNTDQ    | No_BITALG       |
      4 KiB|      7.447  |     12.881  |     16.516  |     18.450  |     23.540  |     23.814 *| No_VPOPCNTDQ    | No_BITALG       |
      6 KiB|      7.623  |     13.593  |     20.211  |     19.692  |     26.256 *|     25.180  | No_VPOPCNTDQ    | No_BITALG       |
      8 KiB|      7.699  |     13.932  |     22.141  |     26.426  |     32.768 *|     32.000  | No_VPOPCNTDQ    | No_BITALG       |
     12 KiB|      7.777  |     14.525  |     24.478  |     32.681  |     38.400  |     38.642 *| No_VPOPCNTDQ    | No_BITALG       |
     16 KiB|      7.832  |     14.551  |     25.680  |     36.409  |     42.446 *|     42.446 *| No_VPOPCNTDQ    | No_BITALG       |
     24 KiB|      7.872  |     14.949  |     27.186  |     40.824  |     47.080 *|     46.722  | No_VPOPCNTDQ    | No_BITALG       |
     32 KiB|      7.877  |     15.142  |     27.911  |     42.446  |     47.906  |     48.330 *| No_VPOPCNTDQ    | No_BITALG       |
     48 KiB|      7.912  |     15.105  |     26.859  |     29.222  |     31.030 *|     30.720  | No_VPOPCNTDQ    | No_BITALG       |
     64 KiB|      7.925  |     15.142  |     26.859  |     30.313  |     32.347 *|     31.148  | No_VPOPCNTDQ    | No_BITALG       |
     96 KiB|      7.939  |     15.293  |     27.081  |     31.427  |     32.084 *|     31.855  | No_VPOPCNTDQ    | No_BITALG       |
    128 KiB|      7.944  |     15.298  |     27.781  |     33.660  |     35.234  |     35.444 *| No_VPOPCNTDQ    | No_BITALG       |
    192 KiB|      7.947  |     15.338  |     28.200  |     34.626  |     36.984 *|     36.818  | No_VPOPCNTDQ    | No_BITALG       |
    256 KiB|      7.948  |     15.350  |     28.650  |     36.449  |     37.675  |     38.036 *| No_VPOPCNTDQ    | No_BITALG       |
    384 KiB|      7.724  |     14.624  |     18.945 *|     17.878  |     18.247  |     18.116  | No_VPOPCNTDQ    | No_BITALG       |
    512 KiB|      7.726  |     14.427  |     18.473 *|     17.303  |     17.721  |     17.563  | No_VPOPCNTDQ    | No_BITALG       |
    768 KiB|      7.730  |     14.438  |     18.470 *|     17.352  |     17.595  |     17.583  | No_VPOPCNTDQ    | No_BITALG       |
   1024 KiB|      7.730  |     14.442  |     18.387 *|     17.268  |     17.569  |     17.575  | No_VPOPCNTDQ    | No_BITALG       |
   1536 KiB|      7.732  |     14.407  |     18.489 *|     17.314  |     17.594  |     17.542  | No_VPOPCNTDQ    | No_BITALG       |
   2048 KiB|      7.730  |     14.402  |     18.460 *|     17.264  |     17.595  |     17.607  | No_VPOPCNTDQ    | No_BITALG       |
   3072 KiB|      7.401  |     12.145  |     15.633 *|     14.942  |     15.220  |     15.171  | No_VPOPCNTDQ    | No_BITALG       |
      4 MiB|      6.412  |      9.229  |     11.855 *|     11.037  |     11.340  |     11.369  | No_VPOPCNTDQ    | No_BITALG       |
      6 MiB|      5.534  |      6.342  |      7.232  |      8.440  |      8.508  |      8.598 *| No_VPOPCNTDQ    | No_BITALG       |
      8 MiB|      5.157  |      5.901  |      6.797  |      7.689  |      7.837 *|      7.796  | No_VPOPCNTDQ    | No_BITALG       |
     12 MiB|      5.084  |      5.631  |      6.365  |      7.123  |      7.186  |      7.208 *| No_VPOPCNTDQ    | No_BITALG       |
     16 MiB|      5.019  |      5.487  |      6.165  |      6.856  |      6.861  |      6.900 *| No_VPOPCNTDQ    | No_BITALG       |
     24 MiB|      4.932  |      5.360  |      5.878  |      6.579  |      6.542  |      6.602 *| No_VPOPCNTDQ    | No_BITALG       |
     32 MiB|      4.928  |      5.312  |      5.823  |      6.546 *|      6.471  |      6.521  | No_VPOPCNTDQ    | No_BITALG       |
     48 MiB|      4.890  |      5.249  |      5.738  |      6.385  |      6.406  |      6.416 *| No_VPOPCNTDQ    | No_BITALG       |
     64 MiB|      4.879  |      5.173  |      5.692  |      6.345  |      6.351  |      6.358 *| No_VPOPCNTDQ    | No_BITALG       |
     96 MiB|      4.869  |      5.178  |      5.660  |      6.288  |      6.302 *|      6.301  | No_VPOPCNTDQ    | No_BITALG       |
    128 MiB|      4.863  |      5.157  |      5.638  |      6.273  |      6.285  |      6.286 *| No_VPOPCNTDQ    | No_BITALG       |
    192 MiB|      4.856  |      5.139  |      5.622  |      6.246  |      6.251  |      6.255 *| No_VPOPCNTDQ    | No_BITALG       |
    256 MiB|      4.853  |      5.144  |      5.609  |      6.241  |      6.241  |      6.251 *| No_VPOPCNTDQ    | No_BITALG       |
  === Performance Test (in bytes per corrected TSC clks) === 
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   | No_VPopCntKNM   | No_VPopCntICL   |
   RDTSCP  |           36|           56|           36|           42|           40|           46| No_VPOPCNTDQ    | No_BITALG       |
     64 B  |      6.400 *|     10.667  |      4.571  |      3.556  |      8.000  |      6.400  | No_VPOPCNTDQ    | No_BITALG       |
     96 B  |      9.600 *|     12.000  |      5.333  |      4.364  |      5.333  |      2.667  | No_VPOPCNTDQ    | No_BITALG       |
    128 B  |     10.667 *|      9.143  |      6.400  |      4.000  |      8.000  |     10.667  | No_VPOPCNTDQ    | No_BITALG       |
    192 B  |      8.727 *|      9.600  |      7.385  |      4.800  |      9.600  |     12.000  | No_VPOPCNTDQ    | No_BITALG       |
    256 B  |      8.533  |      8.533  |      8.000  |      5.120  |     12.800 *|     18.286 *| No_VPOPCNTDQ    | No_BITALG       |
    384 B  |      8.348  |      9.143  |      9.143  |      5.486  |     12.000 *|     10.105  | No_VPOPCNTDQ    | No_BITALG       |
    512 B  |      8.258  |     15.059  |     15.059 *|      5.689  |     14.222  |     12.190  | No_VPOPCNTDQ    | No_BITALG       |
    768 B  |      8.000  |     13.714  |     12.800  |      6.000  |     14.222 *|     16.000 *| No_VPOPCNTDQ    | No_BITALG       |
   1024 B  |      8.000  |     16.000  |     18.963  |     13.474  |     25.600 *|     28.444  | No_VPOPCNTDQ    | No_BITALG       |
   1536 B  |      8.000  |     16.000  |     19.200  |      9.974  |     21.333  |     25.600 *| No_VPOPCNTDQ    | No_BITALG       |
   2048 B  |      7.938  |     15.754  |     16.254  |     19.692  |     32.000 *|     35.310 *| No_VPOPCNTDQ    | No_BITALG       |
   3072 B  |      8.000  |     15.360  |     17.655  |     23.273  |     34.133  |     39.385 *| No_VPOPCNTDQ    | No_BITALG       |
      4 KiB|      7.969  |     15.634  |     19.321  |     22.756  |     30.567  |     32.508 *| No_VPOPCNTDQ    | No_BITALG       |
      6 KiB|      7.979  |     15.515  |     22.925  |     22.756  |     31.670 *|     31.030  | No_VPOPCNTDQ    | No_BITALG       |
      8 KiB|      7.969  |     15.398  |     24.527  |     30.567  |     39.010 *|     39.010  | No_VPOPCNTDQ    | No_BITALG       |
     12 KiB|      7.959  |     15.554  |     26.369  |     36.790  |     43.886  |     45.176 *| No_VPOPCNTDQ    | No_BITALG       |
     16 KiB|      7.969  |     15.312  |     27.216  |     40.157  |     47.353 *|     48.188 *| No_VPOPCNTDQ    | No_BITALG       |
     24 KiB|      7.964  |     15.476  |     28.313  |     43.886  |     50.988 *|     51.200  | No_VPOPCNTDQ    | No_BITALG       |
     32 KiB|      7.946  |     15.545  |     28.794  |     44.888  |     50.882  |     51.848 *| No_VPOPCNTDQ    | No_BITALG       |
     48 KiB|      7.959  |     15.370  |     27.398  |     29.971  |     31.834 *|     31.629  | No_VPOPCNTDQ    | No_BITALG       |
     64 KiB|      7.959  |     15.341  |     27.261  |     30.913  |     32.999 *|     31.845  | No_VPOPCNTDQ    | No_BITALG       |
     96 KiB|      7.962  |     15.427  |     27.352  |     31.855  |     32.508 *|     32.337  | No_VPOPCNTDQ    | No_BITALG       |
    128 KiB|      7.961  |     15.398  |     27.995  |     34.027  |     35.617  |     35.890 *| No_VPOPCNTDQ    | No_BITALG       |
    192 KiB|      7.959  |     15.406  |     28.346  |     34.884  |     37.265 *|     37.138  | No_VPOPCNTDQ    | No_BITALG       |
    256 KiB|      7.956  |     15.400  |     28.763  |     36.663  |     37.893  |     38.292 *| No_VPOPCNTDQ    | No_BITALG       |
    384 KiB|      7.730  |     14.655  |     18.978 *|     17.913  |     18.281  |     18.154  | No_VPOPCNTDQ    | No_BITALG       |
    512 KiB|      7.730  |     14.449  |     18.496 *|     17.327  |     17.745  |     17.590  | No_VPOPCNTDQ    | No_BITALG       |
    768 KiB|      7.733  |     14.453  |     18.486 *|     17.368  |     17.611  |     17.601  | No_VPOPCNTDQ    | No_BITALG       |
   1024 KiB|      7.732  |     14.454  |     18.399 *|     17.280  |     17.581  |     17.589  | No_VPOPCNTDQ    | No_BITALG       |
   1536 KiB|      7.734  |     14.414  |     18.496 *|     17.322  |     17.601  |     17.551  | No_VPOPCNTDQ    | No_BITALG       |
   2048 KiB|      7.731  |     14.407  |     18.466 *|     17.270  |     17.601  |     17.614  | No_VPOPCNTDQ    | No_BITALG       |
   3072 KiB|      7.401  |     12.148  |     15.636 *|     14.945  |     15.223  |     15.175  | No_VPOPCNTDQ    | No_BITALG       |
      4 MiB|      6.412  |      9.230  |     11.856 *|     11.038  |     11.341  |     11.370  | No_VPOPCNTDQ    | No_BITALG       |
      6 MiB|      5.535  |      6.342  |      7.232  |      8.441  |      8.508  |      8.599 *| No_VPOPCNTDQ    | No_BITALG       |
      8 MiB|      5.157  |      5.901  |      6.797  |      7.689  |      7.838 *|      7.797  | No_VPOPCNTDQ    | No_BITALG       |
     12 MiB|      5.085  |      5.631  |      6.365  |      7.123  |      7.186  |      7.208 *| No_VPOPCNTDQ    | No_BITALG       |
     16 MiB|      5.019  |      5.487  |      6.165  |      6.856  |      6.862  |      6.900 *| No_VPOPCNTDQ    | No_BITALG       |
     24 MiB|      4.933  |      5.360  |      5.878  |      6.579  |      6.542  |      6.602 *| No_VPOPCNTDQ    | No_BITALG       |
     32 MiB|      4.928  |      5.312  |      5.823  |      6.546 *|      6.471  |      6.521  | No_VPOPCNTDQ    | No_BITALG       |
     48 MiB|      4.890  |      5.249  |      5.738  |      6.385  |      6.406  |      6.416 *| No_VPOPCNTDQ    | No_BITALG       |
     64 MiB|      4.879  |      5.173  |      5.692  |      6.345  |      6.351  |      6.358 *| No_VPOPCNTDQ    | No_BITALG       |
     96 MiB|      4.869  |      5.178  |      5.660  |      6.288  |      6.302 *|      6.301  | No_VPOPCNTDQ    | No_BITALG       |
    128 MiB|      4.863  |      5.157  |      5.638  |      6.273  |      6.285  |      6.286 *| No_VPOPCNTDQ    | No_BITALG       |
    192 MiB|      4.856  |      5.139  |      5.622  |      6.247  |      6.251  |      6.255 *| No_VPOPCNTDQ    | No_BITALG       |
    256 MiB|      4.853  |      5.144  |      5.609  |      6.241  |      6.241  |      6.251 *| No_VPOPCNTDQ    | No_BITALG       |
  === Performance Test (TSC clks per processed qwords) === 
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   | No_VPopCntKNM   | No_VPopCntICL   |
   RDTSCP  |           36|           56|           36|           42|           40|           46| No_VPOPCNTDQ    | No_BITALG       |
     64 B  |      1.250 *|      0.750  |      1.750  |      2.250  |      1.000  |      1.250  | No_VPOPCNTDQ    | No_BITALG       |
     96 B  |      0.833 *|      0.667  |      1.500  |      1.833  |      1.500  |      3.000  | No_VPOPCNTDQ    | No_BITALG       |
    128 B  |      0.750 *|      0.875  |      1.250  |      2.000  |      1.000  |      0.750  | No_VPOPCNTDQ    | No_BITALG       |
    192 B  |      0.917 *|      0.833  |      1.083  |      1.667  |      0.833  |      0.667  | No_VPOPCNTDQ    | No_BITALG       |
    256 B  |      0.938  |      0.938  |      1.000  |      1.563  |      0.625 *|      0.438 *| No_VPOPCNTDQ    | No_BITALG       |
    384 B  |      0.958  |      0.875  |      0.875  |      1.458  |      0.667 *|      0.792  | No_VPOPCNTDQ    | No_BITALG       |
    512 B  |      0.969  |      0.531  |      0.531 *|      1.406  |      0.563  |      0.656  | No_VPOPCNTDQ    | No_BITALG       |
    768 B  |      1.000  |      0.583  |      0.625  |      1.333  |      0.563 *|      0.500 *| No_VPOPCNTDQ    | No_BITALG       |
   1024 B  |      1.000  |      0.500  |      0.422  |      0.594  |      0.313 *|      0.281  | No_VPOPCNTDQ    | No_BITALG       |
   1536 B  |      1.000  |      0.500  |      0.417  |      0.802  |      0.375  |      0.313 *| No_VPOPCNTDQ    | No_BITALG       |
   2048 B  |      1.008  |      0.508  |      0.492  |      0.406  |      0.250 *|      0.227 *| No_VPOPCNTDQ    | No_BITALG       |
   3072 B  |      1.000  |      0.521  |      0.453  |      0.344  |      0.234  |      0.203 *| No_VPOPCNTDQ    | No_BITALG       |
      4 KiB|      1.004  |      0.512  |      0.414  |      0.352  |      0.262  |      0.246 *| No_VPOPCNTDQ    | No_BITALG       |
      6 KiB|      1.003  |      0.516  |      0.349  |      0.352  |      0.253 *|      0.258  | No_VPOPCNTDQ    | No_BITALG       |
      8 KiB|      1.004  |      0.520  |      0.326  |      0.262  |      0.205 *|      0.205  | No_VPOPCNTDQ    | No_BITALG       |
     12 KiB|      1.005  |      0.514  |      0.303  |      0.217  |      0.182  |      0.177 *| No_VPOPCNTDQ    | No_BITALG       |
     16 KiB|      1.004  |      0.522  |      0.294  |      0.199  |      0.169 *|      0.166 *| No_VPOPCNTDQ    | No_BITALG       |
     24 KiB|      1.005  |      0.517  |      0.283  |      0.182  |      0.157 *|      0.156  | No_VPOPCNTDQ    | No_BITALG       |
     32 KiB|      1.007  |      0.515  |      0.278  |      0.178  |      0.157  |      0.154 *| No_VPOPCNTDQ    | No_BITALG       |
     48 KiB|      1.005  |      0.521  |      0.292  |      0.267  |      0.251 *|      0.253  | No_VPOPCNTDQ    | No_BITALG       |
     64 KiB|      1.005  |      0.521  |      0.293  |      0.259  |      0.242 *|      0.251  | No_VPOPCNTDQ    | No_BITALG       |
     96 KiB|      1.005  |      0.519  |      0.292  |      0.251  |      0.246 *|      0.247  | No_VPOPCNTDQ    | No_BITALG       |
    128 KiB|      1.005  |      0.520  |      0.286  |      0.235  |      0.225  |      0.223 *| No_VPOPCNTDQ    | No_BITALG       |
    192 KiB|      1.005  |      0.519  |      0.282  |      0.229  |      0.215 *|      0.215  | No_VPOPCNTDQ    | No_BITALG       |
    256 KiB|      1.005  |      0.519  |      0.278  |      0.218  |      0.211  |      0.209 *| No_VPOPCNTDQ    | No_BITALG       |
    384 KiB|      1.035  |      0.546  |      0.422 *|      0.447  |      0.438  |      0.441  | No_VPOPCNTDQ    | No_BITALG       |
    512 KiB|      1.035  |      0.554  |      0.433 *|      0.462  |      0.451  |      0.455  | No_VPOPCNTDQ    | No_BITALG       |
    768 KiB|      1.035  |      0.554  |      0.433 *|      0.461  |      0.454  |      0.455  | No_VPOPCNTDQ    | No_BITALG       |
   1024 KiB|      1.035  |      0.553  |      0.435 *|      0.463  |      0.455  |      0.455  | No_VPOPCNTDQ    | No_BITALG       |
   1536 KiB|      1.034  |      0.555  |      0.433 *|      0.462  |      0.455  |      0.456  | No_VPOPCNTDQ    | No_BITALG       |
   2048 KiB|      1.035  |      0.555  |      0.433 *|      0.463  |      0.455  |      0.454  | No_VPOPCNTDQ    | No_BITALG       |
   3072 KiB|      1.081  |      0.659  |      0.512 *|      0.535  |      0.526  |      0.527  | No_VPOPCNTDQ    | No_BITALG       |
      4 MiB|      1.248  |      0.867  |      0.675 *|      0.725  |      0.705  |      0.704  | No_VPOPCNTDQ    | No_BITALG       |
      6 MiB|      1.445  |      1.261  |      1.106  |      0.948  |      0.940  |      0.930 *| No_VPOPCNTDQ    | No_BITALG       |
      8 MiB|      1.551  |      1.356  |      1.177  |      1.040  |      1.021 *|      1.026  | No_VPOPCNTDQ    | No_BITALG       |
     12 MiB|      1.573  |      1.421  |      1.257  |      1.123  |      1.113  |      1.110 *| No_VPOPCNTDQ    | No_BITALG       |
     16 MiB|      1.594  |      1.458  |      1.298  |      1.167  |      1.166  |      1.159 *| No_VPOPCNTDQ    | No_BITALG       |
     24 MiB|      1.622  |      1.493  |      1.361  |      1.216  |      1.223  |      1.212 *| No_VPOPCNTDQ    | No_BITALG       |
     32 MiB|      1.623  |      1.506  |      1.374  |      1.222 *|      1.236  |      1.227  | No_VPOPCNTDQ    | No_BITALG       |
     48 MiB|      1.636  |      1.524  |      1.394  |      1.253  |      1.249  |      1.247 *| No_VPOPCNTDQ    | No_BITALG       |
     64 MiB|      1.640  |      1.547  |      1.405  |      1.261  |      1.260  |      1.258 *| No_VPOPCNTDQ    | No_BITALG       |
     96 MiB|      1.643  |      1.545  |      1.413  |      1.272  |      1.269 *|      1.270  | No_VPOPCNTDQ    | No_BITALG       |
    128 MiB|      1.645  |      1.551  |      1.419  |      1.275  |      1.273  |      1.273 *| No_VPOPCNTDQ    | No_BITALG       |
    192 MiB|      1.647  |      1.557  |      1.423  |      1.281  |      1.280  |      1.279 *| No_VPOPCNTDQ    | No_BITALG       |
    256 MiB|      1.649  |      1.555  |      1.426  |      1.282  |      1.282  |      1.280 *| No_VPOPCNTDQ    | No_BITALG       |
